,0,1,2,3,4,5,6,7,8
7012,,,0.42,,,0.416,0.165,0.25,
7013,M,0.58,,0.16,0.984,,0.201,0.27,9.0
7014,F,0.58,0.445,0.135,,0.484,0.182,0.2325,
7015,,0.59,0.47,0.155,1.1735,0.6245,0.233,0.2595,
7016,F,,0.455,0.15,0.976,0.465,0.2055,0.2765,10.0
7017,,0.59,0.485,0.155,1.0785,0.4535,0.2435,,9.0
7018,,0.595,0.435,0.16,1.057,0.4255,0.224,,9.0
7019,M,0.6,0.475,0.175,1.11,0.5105,0.256,,
7020,M,0.6,0.45,0.16,1.142,,0.225,0.307,10.0
7021,M,0.605,0.475,0.19,1.1255,0.59,0.247,0.26,10.0
7022,,,0.48,0.17,1.1045,,0.25,0.287,10.0
7023,M,,0.475,,1.3405,0.656,0.283,0.337,10.0
7024,,0.625,0.5,0.13,,0.5785,0.2045,,8.0
7025,F,0.625,0.485,0.16,1.254,0.591,0.259,0.3485,9.0
7026,M,0.63,0.49,0.165,1.2005,0.575,0.273,0.294,10.0
7027,M,0.63,0.485,0.16,1.243,0.623,0.275,,
7028,F,0.635,0.51,0.185,1.286,0.526,0.295,0.4105,12.0
7029,,0.645,0.49,0.16,1.1665,0.4935,0.3155,0.299,9.0
7030,F,0.645,0.49,0.16,1.144,,0.289,0.319,8.0
7031,,0.65,0.525,0.19,1.385,0.8875,,,11.0
7032,F,0.655,0.515,0.155,1.309,0.524,0.346,0.385,11.0
7033,F,0.655,0.515,0.17,1.527,0.8485,0.2635,,11.0
7034,M,0.665,0.515,0.19,1.6385,0.831,0.3575,,11.0
7035,M,0.695,0.54,0.195,1.691,0.768,,,11.0
7036,F,0.72,0.565,0.18,1.719,0.8465,,0.3875,11.0
7037,F,0.72,0.55,0.18,,0.637,,0.435,10.0
7038,F,,0.565,0.17,,0.723,0.3255,0.4945,12.0
7039,M,0.735,,0.21,2.2355,1.1705,0.463,0.5315,10.0
7040,M,0.74,0.595,,,1.1495,0.5115,,11.0
7041,I,0.31,,,0.1245,0.0505,0.0265,0.038,6.0
7042,,0.315,0.235,0.075,,0.051,0.028,0.0405,
7043,I,0.32,0.205,0.08,0.181,0.088,0.034,0.0495,5.0
7044,I,0.325,0.25,0.075,0.1585,0.075,0.0305,,6.0
7045,I,,0.26,0.09,,,0.041,0.056,7.0
7046,I,0.37,0.28,0.085,0.198,0.0805,0.0455,0.058,5.0
7047,I,0.37,0.27,0.09,0.1855,,,0.065,
7048,I,0.375,0.28,0.085,0.2145,0.0855,0.0485,0.072,
7049,,0.4,0.315,0.09,0.3245,0.151,0.073,0.088,8.0
7050,I,0.41,0.305,0.095,0.2625,0.1,0.0515,0.09,6.0
7051,I,0.425,0.34,0.1,0.371,,0.0865,,8.0
7052,I,,0.335,0.095,,0.109,,0.115,7.0
7053,I,0.445,0.31,0.09,0.336,0.1555,0.09,0.0855,7.0
7054,I,0.46,,0.14,0.447,0.161,0.087,0.16,9.0
7055,F,,,,0.4085,0.165,0.102,0.131,8.0
7056,I,0.47,,,,0.264,0.117,0.174,8.0
7057,I,0.475,,0.11,,0.211,0.109,0.1545,8.0
7058,,0.495,0.375,,,0.2855,,,8.0
7059,I,0.5,0.39,0.13,0.5075,0.2115,0.104,0.1755,
7060,I,0.5,0.37,0.12,0.5445,0.249,,0.152,8.0
7061,I,0.505,0.425,0.125,0.6115,0.245,0.1375,0.2,
7062,I,0.505,0.4,0.125,0.5605,0.2255,0.1435,0.17,8.0
7063,M,0.505,,0.115,0.521,0.25,0.096,0.15,
7064,I,0.51,0.4,0.145,,0.231,0.143,0.177,9.0
7065,I,,0.4,0.125,0.5935,0.239,,0.204,
7066,I,0.52,0.4,0.11,0.597,0.2935,,0.16,8.0
7067,,0.52,,0.15,,0.456,0.199,0.255,
7068,I,0.53,0.38,0.125,0.616,0.292,0.113,0.185,8.0
7069,M,0.53,0.405,,0.8315,0.352,,,10.0
7070,F,0.535,,,0.8725,0.417,0.199,0.24,
7071,I,0.54,0.425,,0.8155,,0.1365,,11.0
7072,I,0.54,0.415,,0.619,,0.15,0.1765,10.0
7073,I,,0.43,0.13,0.7595,0.358,,,
7074,,0.545,0.43,0.15,0.742,0.3525,0.158,0.208,10.0
7075,I,0.55,,0.165,0.804,0.34,0.194,0.244,8.0
7076,I,,,0.13,0.664,0.2695,0.163,0.21,8.0
7077,F,0.55,0.435,0.14,,,,0.2265,9.0
7078,,0.56,,0.13,0.728,0.3355,0.1435,0.2175,8.0
7079,,0.56,0.435,,,0.354,0.173,0.222,9.0
7080,F,0.575,0.425,0.15,0.8765,0.455,0.18,0.228,
7081,I,0.575,0.455,0.16,,0.495,0.195,0.246,
7082,M,,0.45,0.165,0.9655,,,0.23,8.0
7083,M,0.58,0.465,0.15,0.9065,0.371,0.1965,0.29,8.0
7084,M,0.58,0.46,0.15,1.049,0.5205,0.1935,0.305,
7085,F,0.58,,0.17,0.9705,0.4615,0.232,0.248,9.0
7086,F,0.58,0.45,0.15,0.92,0.393,0.212,,9.0
7087,M,0.58,,0.15,,0.4315,0.1945,,11.0
7088,F,0.58,0.44,0.125,0.7855,0.363,0.1955,0.195,
7089,I,0.585,0.45,,0.855,0.3795,0.187,0.26,9.0
7090,M,,0.5,0.15,1.142,0.485,0.265,0.345,
7091,I,,,0.125,0.755,,0.15,0.238,9.0
7092,I,0.59,0.475,,,0.4675,0.207,0.259,10.0
7093,M,0.595,0.47,,1.2015,0.492,0.3865,0.265,10.0
7094,M,0.595,0.46,0.17,1.1295,0.57,0.2555,0.265,
7095,I,0.6,0.445,0.135,0.9205,,0.2035,0.253,9.0
7096,F,0.6,0.48,0.17,,0.4575,0.2435,0.3135,10.0
7097,M,0.6,0.45,0.195,,0.617,0.3255,0.3605,10.0
7098,F,0.6,0.45,0.15,0.9625,0.4375,0.2225,0.2775,
7099,M,0.6,0.465,,,0.465,0.2345,0.315,11.0
7100,,0.605,0.495,0.17,1.0915,,0.2715,0.335,13.0
7101,M,,0.49,0.18,1.167,0.457,0.29,0.3745,9.0
7102,I,,,,,0.425,0.1985,,
7103,I,,0.425,0.155,1.0485,0.507,0.1955,0.274,11.0
7104,,0.61,0.47,0.195,,0.469,0.3315,0.398,12.0
7105,M,0.61,,0.14,1.0625,0.516,,0.2915,
7106,,0.61,0.49,,1.1545,0.5865,0.2385,0.2915,
7107,F,0.615,0.475,,1.194,0.559,0.259,0.3165,11.0
7108,,0.615,0.515,0.135,1.1215,0.545,0.2305,0.29,
7109,M,,0.455,0.15,0.9335,0.382,0.247,0.2615,10.0
7110,F,0.615,0.495,0.165,1.198,,0.2865,0.3185,10.0
7111,F,0.62,0.475,0.15,0.9545,0.455,0.1865,,9.0
7112,M,0.62,0.475,0.195,1.3585,0.5935,0.3365,0.3745,10.0
7113,M,0.625,,0.175,1.2075,,0.281,0.3525,
7114,M,0.625,0.515,0.165,1.217,0.667,0.2065,0.3115,10.0
7115,F,0.625,0.5,,1.217,0.5725,0.207,0.355,
7116,F,,,0.145,0.92,0.437,0.1735,0.28,10.0
7117,M,0.625,0.49,0.12,0.8765,,0.18,0.233,10.0
7118,,0.63,0.48,0.165,1.2615,0.5505,0.277,0.3885,10.0
7119,M,,,,1.2795,0.618,0.256,0.315,
7120,F,0.63,0.485,,1.167,0.548,0.2485,0.34,10.0
7121,M,,0.51,0.17,1.1885,0.4915,,0.348,
7122,F,0.635,0.485,0.19,1.3765,0.634,0.2885,,11.0
7123,M,0.635,0.52,0.175,1.292,0.6,0.269,0.367,11.0
7124,M,0.635,0.485,0.18,1.1795,,0.2775,,10.0
7125,F,0.635,0.5,0.19,1.29,0.593,0.3045,,8.0
7126,M,0.635,0.515,,1.2075,,0.282,0.345,11.0
7127,M,0.64,,0.18,1.297,,,0.363,11.0
7128,M,,0.575,,1.4585,0.625,0.266,0.4395,11.0
7129,F,0.645,0.485,0.15,1.151,,0.2315,0.293,12.0
7130,F,0.645,0.52,0.17,,0.526,0.2925,0.317,11.0
7131,M,0.645,0.495,0.19,1.539,0.6115,0.408,,12.0
7132,M,0.65,,0.195,,0.693,0.44,0.47,15.0
7133,F,,0.565,0.2,1.6645,0.753,0.367,,12.0
7134,F,0.655,0.5,0.205,1.528,0.6215,0.3725,0.4535,11.0
7135,F,0.655,0.515,,1.494,0.7255,0.309,0.405,12.0
7136,F,0.66,0.525,,1.277,0.4975,0.319,0.394,13.0
7137,,,0.525,0.18,1.5965,0.7765,0.397,0.3605,10.0
7138,F,0.665,0.51,0.175,1.3805,,0.2985,0.325,10.0
7139,I,0.67,0.485,0.175,1.2565,0.5355,0.322,0.386,9.0
7140,,,0.525,0.19,1.527,0.5755,0.353,0.44,12.0
7141,,0.67,0.525,0.17,,0.715,0.3025,0.387,
7142,M,0.67,0.525,0.195,1.4405,0.6595,,0.425,9.0
7143,M,0.67,0.54,0.175,1.482,0.739,0.2925,0.365,10.0
7144,M,0.68,0.515,0.16,1.2345,0.618,0.2625,0.325,11.0
7145,F,0.68,,0.17,1.3435,0.657,0.297,0.355,12.0
7146,M,0.685,0.505,0.19,,,0.4055,0.41,10.0
7147,M,,,0.18,,0.9815,0.4655,0.341,
7148,M,0.715,0.55,0.175,1.825,0.938,0.3805,0.44,11.0
7149,,,0.58,0.19,2.0885,0.9955,0.478,0.5305,
7150,M,0.735,,0.205,2.087,0.909,0.474,0.625,12.0
7151,M,0.745,0.575,0.2,,0.954,0.336,0.495,12.0
7152,I,0.32,,0.095,0.305,0.14,0.067,0.0885,6.0
7153,,,0.345,0.115,0.4295,0.212,0.108,0.109,8.0
7154,,,0.33,,0.449,0.254,0.0825,0.097,6.0
7155,,0.485,0.365,,,0.4235,0.2285,,8.0
7156,M,0.49,0.355,0.155,0.981,0.465,0.2015,0.2505,8.0
7157,,0.5,0.37,,0.5745,,0.112,0.141,7.0
7158,F,0.505,0.38,0.13,0.693,0.391,0.1195,0.1515,8.0
7159,F,0.51,0.37,0.21,,0.508,0.292,0.343,9.0
7160,F,0.525,,0.135,0.7905,0.4065,0.198,,8.0
7161,,0.535,0.4,0.15,1.224,,0.275,,10.0
7162,I,0.535,0.4,0.135,0.775,,0.208,0.2055,
7163,,,0.405,,1.2705,0.548,0.3265,,13.0
7164,,0.555,0.405,0.19,1.406,,0.342,0.389,
7165,M,0.555,0.425,0.15,0.873,0.4625,0.1845,0.1965,9.0
7166,,0.56,0.425,0.135,0.9415,,0.2015,0.1975,9.0
7167,,0.59,,0.14,1.007,0.4775,,0.2925,9.0
7168,M,0.595,0.485,0.15,1.0835,0.5305,0.231,0.276,
7169,,0.595,,0.165,0.9845,0.4525,0.207,,8.0
7170,,0.595,0.43,0.21,1.5245,0.653,0.396,0.41,11.0
7171,,,0.475,,1.024,,0.261,0.322,9.0
7172,,0.61,0.485,,1.281,0.597,0.3035,,
7173,F,0.62,0.5,0.17,1.148,,0.22,0.3315,10.0
7174,F,0.625,0.49,0.11,,0.5265,0.1915,0.2925,9.0
7175,F,0.635,0.51,0.17,1.2235,,,0.354,9.0
7176,,0.635,0.525,0.18,1.3695,,0.318,0.363,11.0
7177,M,0.64,0.485,0.16,1.006,0.456,0.2245,0.2835,9.0
7178,M,0.64,0.495,0.165,,0.678,0.292,0.266,11.0
7179,,0.645,0.505,0.185,1.463,0.592,0.3905,0.416,10.0
7180,F,0.655,0.505,0.175,1.2905,0.6205,0.2965,,10.0
7181,F,0.67,0.515,0.17,,,0.3395,0.37,11.0
7182,,0.68,0.54,0.21,1.7885,0.8345,0.408,0.437,13.0
7183,M,0.7,,,1.6135,0.75,0.4035,0.3685,11.0
7184,M,,0.585,0.225,2.2305,1.2395,0.422,0.563,14.0
7185,,0.75,,0.205,2.2635,0.821,0.423,0.726,12.0
7186,I,,0.185,0.065,0.074,0.0305,0.0165,0.02,4.0
7187,I,,0.26,0.08,0.2075,0.09,0.0415,,6.0
7188,I,0.375,0.285,0.09,0.237,0.106,0.0395,0.08,8.0
7189,,0.39,0.3,0.1,,0.1105,0.059,0.084,7.0
7190,I,0.39,,0.09,0.215,0.0845,0.034,0.079,
7191,I,0.395,0.3,,0.253,0.1155,0.05,0.075,6.0
7192,I,0.42,0.32,0.11,,,0.0645,0.0945,6.0
7193,I,0.435,0.335,0.105,0.3535,0.156,0.05,0.1135,7.0
7194,I,0.435,0.325,0.105,0.335,0.136,0.065,0.115,
7195,I,0.44,0.32,0.105,0.3875,,0.074,0.12,9.0
7196,,,0.33,0.115,,0.14,0.0825,0.1245,8.0
7197,I,,,,0.4045,0.171,0.07,0.1345,
7198,I,0.455,0.355,0.105,,0.138,0.0765,,9.0
7199,,0.46,0.37,0.11,0.3965,0.1485,0.0855,0.1455,8.0
7200,I,0.47,,,,,0.104,0.162,8.0
7201,I,0.475,0.375,,0.456,,0.099,,9.0
7202,I,0.495,0.33,,0.44,,,,7.0
7203,I,0.495,0.375,,0.507,0.241,,,8.0
7204,,0.5,,0.135,0.5285,0.226,0.123,0.209,8.0
7205,I,0.515,0.385,0.125,0.572,,,0.165,7.0
7206,I,0.52,0.41,,,0.2775,0.1555,0.196,11.0
7207,I,0.52,0.395,0.115,0.6445,0.3155,0.1245,0.186,11.0
7208,I,0.525,0.4,0.11,0.6275,0.3015,0.126,0.18,8.0
7209,I,0.535,0.42,0.145,0.6885,0.273,0.1515,0.237,9.0
7210,,,0.41,0.12,0.6835,0.3125,,0.159,
7211,M,0.54,0.42,0.19,0.6855,,0.163,0.38,
7212,,0.55,0.405,0.15,,0.3015,0.1465,0.21,10.0
7213,I,,0.445,0.145,0.783,0.3045,,0.265,11.0
7214,M,,,0.145,0.894,0.3885,0.2095,,9.0
7215,,0.565,0.44,,0.768,0.3305,0.1385,,9.0
7216,M,0.57,0.45,,0.95,0.4005,0.2235,,
7217,F,0.57,0.47,0.14,0.871,0.385,0.211,0.2315,10.0
7218,M,0.575,0.47,,0.9785,0.4505,0.196,0.276,9.0
7219,I,0.575,0.43,0.13,0.7425,0.2895,0.2005,0.22,
7220,M,0.575,0.445,,0.737,0.325,,0.237,
7221,I,0.575,,0.16,0.9175,0.45,0.1935,0.24,9.0
7222,F,,,0.155,0.8785,0.425,,,
7223,,0.585,0.45,0.175,1.1275,0.4925,0.262,,
7224,M,0.59,0.435,,0.9765,0.4525,,0.235,9.0
7225,,0.59,0.47,0.145,0.974,,0.236,0.289,8.0
7226,M,0.59,0.405,0.15,0.853,0.326,0.2615,0.245,9.0
7227,M,0.595,0.47,0.175,0.991,0.382,,0.5,12.0
7228,M,0.595,,0.14,0.9125,0.4095,0.1825,0.289,
7229,F,0.595,0.46,0.16,0.921,,0.2025,,9.0
7230,,0.6,,0.14,0.869,0.3425,0.195,,11.0
7231,M,0.6,0.45,0.15,0.8665,0.3695,0.1955,0.255,12.0
7232,F,0.61,0.495,0.16,,0.469,0.198,0.384,11.0
7233,M,,0.485,0.215,,0.422,0.176,0.29,11.0
7234,M,0.615,0.49,0.17,1.145,0.4915,0.208,0.343,
7235,I,0.62,,0.16,,0.371,0.167,,11.0
7236,,,,,1.1635,0.4875,0.259,0.355,11.0
7237,,0.63,0.515,0.175,1.1955,0.492,0.247,0.37,11.0
7238,M,0.63,,0.18,1.31,,0.295,,10.0
7239,,0.635,,0.165,1.251,,0.227,0.3825,11.0
7240,,0.635,0.49,0.155,1.145,0.4775,,0.3155,9.0
7241,,0.635,0.5,0.18,1.154,0.4405,0.2315,0.387,9.0
7242,F,,0.485,0.145,,0.5525,,0.3015,11.0
7243,F,0.64,0.5,0.15,1.2015,,,0.3355,9.0
7244,,0.65,0.505,0.17,1.5595,0.695,0.3515,0.395,
7245,M,0.65,0.51,0.175,1.3165,0.6345,,0.364,12.0
7246,M,0.655,0.54,0.165,,0.6955,0.2385,0.42,11.0
7247,F,0.655,0.49,,1.204,0.5455,,0.3225,9.0
7248,F,,0.455,0.17,1.2895,0.587,0.3165,0.3415,
7249,F,,0.53,0.18,1.5175,0.7765,0.302,0.401,10.0
7250,,0.665,,,1.3575,0.5325,0.3045,0.4485,10.0
7251,M,0.675,,0.145,1.3645,0.557,,,11.0
7252,F,0.68,0.52,0.185,1.494,0.615,0.3935,0.406,11.0
7253,,0.68,,0.195,1.664,0.58,0.3855,0.545,11.0
7254,M,0.685,0.51,0.165,1.545,0.686,,0.4055,10.0
7255,F,0.695,0.535,0.2,1.5855,0.667,0.334,0.471,11.0
7256,F,,0.555,,1.666,0.647,0.4285,0.455,11.0
7257,M,0.71,0.56,0.175,1.724,0.566,0.4575,,13.0
7258,F,,0.55,0.205,1.908,0.5415,0.3565,0.5965,14.0
7259,F,0.755,,,2.073,1.0135,0.4655,0.48,11.0
7260,I,0.225,0.17,0.05,0.0515,,0.012,0.017,4.0
7261,I,0.23,0.17,0.05,,0.026,0.013,0.016,
7262,I,0.255,0.185,0.06,0.0925,0.039,0.021,0.025,6.0
7263,I,0.355,0.27,0.075,0.204,0.3045,0.046,0.0595,7.0
7264,I,0.425,0.31,0.095,0.3075,0.139,0.0745,0.093,7.0
7265,I,0.425,0.32,0.085,0.262,,0.067,0.0725,8.0
7266,M,0.455,,0.11,,0.2,,,
7267,M,0.46,0.355,0.14,0.491,0.207,0.115,,
7268,M,0.495,,,0.474,0.197,0.1065,0.1545,10.0
7269,M,0.51,,0.125,,0.244,0.1335,0.188,11.0
7270,F,,0.43,0.15,0.728,0.302,0.1575,,11.0
7271,M,0.525,0.4,0.13,0.622,0.2655,0.147,0.184,9.0
7272,M,0.53,0.415,,0.706,0.3355,0.1635,0.1345,9.0
7273,,0.53,0.395,0.115,0.5685,0.249,,,9.0
7274,M,0.545,0.435,0.145,,0.3685,0.1245,0.345,
7275,F,,,0.15,0.655,0.2635,,0.221,8.0
7276,M,0.575,0.48,0.15,,0.4355,0.2605,0.2505,
7277,M,0.58,0.43,0.125,0.9115,0.446,0.2075,0.121,10.0
7278,M,0.595,0.455,0.145,,0.43,0.182,0.277,11.0
7279,M,0.6,0.465,0.18,,0.5145,0.315,0.3055,8.0
7280,M,0.645,0.5,,1.461,0.5985,0.2425,,
7281,M,0.66,,,,0.6065,0.3795,,
7282,I,0.29,,0.06,0.1115,0.053,0.0185,0.032,5.0
7283,I,,0.22,0.065,0.1235,0.059,,0.0315,5.0
7284,I,0.37,0.275,0.1,0.2815,0.1505,,0.068,5.0
7285,I,0.375,0.285,0.08,,0.0975,0.04,0.0725,7.0
7286,I,0.38,0.29,0.085,0.2285,0.088,0.0465,0.075,7.0
7287,I,0.395,0.3,0.12,0.2995,0.1265,0.068,0.0895,8.0
7288,I,0.41,,0.105,0.361,0.1605,0.0665,0.103,8.0
7289,I,,0.32,0.115,,0.1215,0.0735,0.094,7.0
7290,I,0.425,0.325,0.105,,0.1815,0.081,0.1175,7.0
7291,I,0.44,0.34,,,0.1725,0.0815,0.101,7.0
7292,I,0.44,0.34,0.12,0.4995,0.2965,0.0945,,6.0
7293,M,0.465,0.405,0.135,0.7775,0.436,,0.1455,10.0
7294,F,0.47,0.36,0.1,,0.1635,,0.1385,
7295,M,0.51,0.415,,,0.3295,,0.203,8.0
7296,F,0.525,0.4,0.135,0.714,0.318,0.138,0.208,10.0
7297,F,0.525,0.4,0.13,,0.3115,0.131,0.223,
7298,F,,0.425,0.14,0.952,0.4895,0.1945,0.2185,7.0
7299,M,0.56,0.42,0.15,0.8755,0.44,,0.2315,8.0
7300,M,0.575,0.45,0.135,,0.354,0.209,0.2365,9.0
7301,F,,0.45,0.135,,0.362,0.1655,0.236,10.0
7302,,,,0.15,,,0.216,,10.0
7303,M,0.615,0.495,0.155,1.2865,0.435,0.293,0.3245,11.0
7304,F,0.62,0.485,,1.1945,,0.271,0.352,9.0
7305,F,0.63,0.495,0.19,1.1655,0.536,0.2115,0.1625,10.0
7306,F,,0.49,0.17,1.2155,0.4625,0.2045,0.3105,10.0
7307,M,0.67,,0.165,1.1735,0.526,,0.316,11.0
7308,M,,0.505,0.16,1.532,0.74,0.357,0.3815,11.0
7309,,0.685,0.53,0.17,1.5105,0.7385,0.3525,0.3725,
7310,F,0.485,0.39,0.1,0.5565,0.2215,0.1155,0.185,9.0
7311,M,0.46,0.36,0.125,,0.2165,0.1105,0.19,8.0
7312,M,,0.35,,0.5165,0.1885,0.1145,,9.0
7313,,0.535,0.42,0.125,0.764,0.312,0.1505,0.265,11.0
7314,M,0.465,,,0.488,0.188,0.0845,0.19,10.0
7315,M,0.51,,0.14,,,,0.23,10.0
7316,I,0.335,0.26,,0.1835,0.078,0.024,0.065,11.0
7317,M,0.55,0.425,0.16,0.97,0.2885,0.139,0.48,20.0
7318,I,0.18,,0.08,0.033,0.0145,0.007,0.01,5.0
7319,I,0.215,0.165,0.055,,,0.0125,,5.0
7320,I,,0.15,0.04,0.046,0.021,0.007,,4.0
7321,F,0.625,,0.2,1.3235,0.6075,0.3055,0.355,9.0
7322,M,0.55,0.42,0.17,0.8465,0.336,,,
7323,,,0.45,0.15,1.047,0.4315,0.276,0.315,14.0
7324,F,0.645,,0.18,1.2785,0.5345,0.2995,,
7325,F,0.71,0.53,0.195,1.8745,0.6755,0.4065,0.6855,12.0
7326,F,0.7,,0.215,1.978,,0.3125,0.71,24.0
7327,F,0.655,0.505,0.165,1.367,,0.3515,0.396,10.0
7328,F,0.665,0.5,0.175,,0.595,0.3025,,21.0
7329,F,,,0.105,0.513,,0.142,,
7330,M,0.425,0.335,,0.4085,0.1755,0.092,0.135,9.0
7331,M,0.54,,0.13,,0.2375,0.1065,,7.0
7332,M,,0.395,0.125,0.635,0.29,0.1555,0.175,9.0
7333,M,0.535,0.44,0.165,0.875,0.279,,0.3,10.0
7334,,0.43,0.35,0.09,0.397,0.1575,0.089,0.12,
7335,M,0.55,,0.11,0.806,0.3415,0.203,0.215,9.0
7336,F,0.34,0.255,0.085,0.204,,0.021,0.05,6.0
7337,I,0.275,0.2,0.065,0.1165,,0.013,0.035,
7338,,0.335,0.22,0.07,0.17,0.076,0.0365,0.05,6.0
7339,M,,0.49,,,0.4445,0.238,0.375,15.0
7340,F,0.55,0.44,,,0.33,,0.245,
7341,F,0.64,0.475,0.19,1.151,0.4365,0.281,0.3805,13.0
7342,F,,,0.115,0.6765,0.29,,0.22,
7343,F,0.64,0.54,0.175,1.571,0.627,0.271,,18.0
7344,M,0.605,0.49,0.155,1.153,,,0.295,
7345,M,0.605,,,,0.3925,0.291,0.31,15.0
7346,M,0.56,0.45,0.155,0.9125,0.3595,0.271,,
7347,F,0.57,0.465,0.155,0.872,0.3245,,0.285,14.0
7348,M,0.525,,0.16,0.792,0.316,0.1455,0.28,13.0
7349,,0.505,0.405,,0.606,0.239,,0.18,11.0
7350,,0.35,0.265,0.09,0.2265,,,0.065,6.0
7351,,0.45,0.355,0.12,,0.147,0.0765,0.145,9.0
7352,,,0.405,0.12,0.61,0.229,0.131,,11.0
7353,F,0.49,0.38,0.13,0.539,0.229,0.1355,0.165,12.0
7354,,0.505,0.41,0.135,0.657,0.291,0.133,0.195,15.0
7355,,,0.3,,0.2505,0.106,,0.0775,8.0
7356,I,0.27,0.195,0.07,0.102,0.045,0.0135,0.034,8.0
7357,,0.37,0.295,0.1,0.2685,,0.056,0.0835,7.0
7358,M,0.5,0.385,0.135,0.551,0.2245,,0.206,11.0
7359,M,0.645,0.505,,1.307,0.4335,,0.52,10.0
7360,,0.565,0.44,0.115,0.9185,0.404,0.1785,,11.0
7361,F,0.67,0.545,0.175,1.707,,0.387,0.575,13.0
7362,F,0.59,0.415,0.15,,0.3645,,0.235,
7363,F,0.47,0.36,,0.4965,0.237,0.127,0.13,6.0
7364,F,0.51,0.385,0.135,0.632,0.282,0.145,0.17,8.0
7365,M,0.72,0.575,0.23,2.2695,,0.3985,,16.0
7366,M,0.55,0.405,,0.9235,,0.2135,0.24,7.0
7367,I,0.2,,0.025,,0.011,0.0075,0.01,5.0
7368,M,,,0.18,,0.5665,,0.405,13.0
7369,F,0.525,0.405,0.115,0.72,,,0.2,14.0
7370,M,,0.435,0.185,1.032,0.354,0.2045,0.31,20.0
7371,F,,0.47,0.16,,0.426,0.2255,,12.0
7372,,0.545,0.405,0.175,0.98,,0.207,0.38,18.0
7373,I,,,0.075,0.1495,0.0605,0.033,,
7374,I,0.31,0.235,0.075,0.1515,0.056,0.0315,0.05,7.0
7375,M,,0.335,,0.478,,0.115,0.16,11.0
7376,F,0.49,0.38,,0.578,0.2395,0.1255,0.18,9.0
7377,F,,0.405,0.16,0.6835,0.271,,0.215,10.0
7378,F,,,,0.2725,,0.057,,6.0
7379,,0.62,0.485,0.22,,0.5095,0.284,,17.0
7380,F,0.635,,,1.3035,0.501,0.295,0.41,
7381,F,0.665,0.53,0.185,1.3955,,0.3205,0.49,15.0
7382,M,0.335,,0.095,0.1975,0.0795,0.0375,,9.0
7383,I,0.295,0.215,,0.116,0.037,0.0295,0.04,8.0
7384,,0.48,0.38,,0.523,0.2105,0.1045,0.175,15.0
7385,I,0.32,,0.08,0.1565,0.057,0.034,0.06,9.0
7386,I,,,,0.384,0.1375,0.061,0.146,
7387,M,,0.45,0.14,1.0055,0.3785,,0.265,
7388,F,0.6,0.48,0.165,1.1345,0.4535,0.27,0.335,10.0
7389,F,0.585,0.46,0.17,1.0835,0.3745,,0.325,14.0
7390,F,0.555,0.42,0.14,0.868,0.33,0.243,,
7391,F,0.57,0.495,0.16,1.0915,,0.275,0.315,14.0
7392,F,0.62,0.485,0.175,1.271,0.531,0.3075,,11.0
7393,,,0.51,,,0.4125,,0.545,
7394,,0.425,0.34,0.12,0.388,0.149,,,10.0
7395,F,,0.505,,1.2355,,0.3105,,14.0
7396,M,0.675,0.525,,1.402,0.483,0.3205,0.465,16.0
7397,M,0.5,0.4,0.145,0.6025,0.216,0.138,0.21,11.0
7398,M,0.385,0.305,0.09,0.2775,0.109,,0.1,9.0
7399,,0.52,0.435,0.195,,0.2985,,0.355,18.0
7400,,,0.415,0.175,0.753,0.258,0.171,,8.0
7401,M,0.64,0.525,0.2,1.3765,0.44,0.3075,,16.0
7402,,0.44,0.35,,0.375,0.1425,0.0965,0.115,
7403,F,,,0.13,0.4135,,0.106,0.119,10.0
7404,F,,0.35,0.135,0.56,0.231,0.137,,13.0
7405,I,0.42,0.325,0.125,0.3915,0.1575,0.1025,,9.0
7406,F,0.64,0.505,,1.2765,0.4835,0.328,0.4,12.0
7407,M,0.57,0.455,0.15,0.96,0.387,0.2385,0.275,11.0
7408,,0.41,0.325,0.12,0.3745,0.158,0.081,0.125,
7409,M,0.485,0.41,0.15,0.696,0.2405,0.1625,,13.0
7410,F,,0.48,0.19,,0.5215,,,12.0
7411,,0.59,,,1.2315,0.4525,,0.42,13.0
7412,,0.665,,0.155,1.383,0.596,0.2565,0.485,14.0
7413,I,0.345,,,0.2225,0.0865,0.058,0.075,
7414,M,0.635,,0.155,1.156,0.428,0.289,,18.0
7415,,0.695,0.53,,1.477,0.6375,0.3025,0.43,14.0
7416,F,0.69,,0.185,1.5715,0.6935,0.318,0.47,15.0
7417,M,,0.435,0.135,0.858,0.377,0.1585,0.29,
7418,M,,0.525,0.19,,0.6265,0.4005,0.395,
7419,,,,0.19,,,0.303,0.42,15.0
7420,F,0.655,,0.16,1.092,0.396,0.2825,,
7421,,,0.555,0.205,1.8165,0.7785,0.4395,0.515,19.0
7422,,,0.55,0.16,1.6365,0.694,0.3005,0.44,13.0
7423,M,0.55,0.435,0.16,0.906,0.342,0.219,0.295,13.0
7424,F,0.61,0.495,0.19,1.213,0.464,0.306,0.365,15.0
7425,M,0.595,,0.165,1.06,0.402,0.28,,11.0
7426,M,,,0.09,0.161,,0.039,0.05,6.0
7427,F,,,0.125,0.459,0.197,,0.145,9.0
7428,I,,,0.125,0.533,0.233,0.106,0.185,8.0
7429,M,0.48,0.38,0.13,0.6175,0.3,0.142,0.175,12.0
